NU_INSCRICAO,NU_NOTA_MT
6f9ac44919bbd204e0ef15185388fd2d4bc61253,511.74968766408847
78de1ee60b55766cc3eba4089e36c57139b66ebd,464.9841034953407
1e61a474acdc043eb39a89c17fab34bd2ea1a940,442.35372643517303
940af68ded6af2875708611051aa7ff3f134d80b,500.0012638720565
e7ec3258f3b280c1ddf452d107fbdc9fb5a6b72e,488.13972652022176
c76ddf6e9f80984e901b12f9462a3cf029bea290,517.7508981926651
7d39df837488ca3fa6e512fd9e20ec7753b4c36d,451.3331900537672
92823d467a2ced9529801e0e8a94802dd88f0c17,423.5020454124333
9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,596.0168167648924
413cbb38b2e2522f8167ffb9daeac1347b281393,507.8542789559691
68985fad004092956a4b4ce94dd53dc76d07eaf7,520.6247254947922
bdca9aeb19521675af15f2c28d86f6bebc45a834,473.0736993565263
b65b19d42b7a4b644fe9f99366dcb37b120862d9,408.4882885499037
eda898aa8ec465cbac70de72ead0c6d688e5f95a,444.1879070476282
8d5c4481d736f6ce27976e400f4245bf10757608,414.14453006870497
c4cea54435c0fd0e171eed4c215479bb3ca86113,438.7849721203239
7d5cd89c6112b9a202a025a24355135bc60848c6,463.988017855817
b70ab62384aa80545928a311f5b5d3db2f4d87ee,525.9688181642689
c96431dd924f366d2229a7f1455388b8cd85be49,587.3611533405877
dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,428.3980988933505
e724482370ae6126008ade80b564ad8d8a0a7cbd,455.18437004306986
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,589.1307880027699
e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,500.9695485238417
7f898f8939ae054359f83ee154bb91bc7dd2c959,524.8466708657883
3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,472.1762885249965
82e3b12c6366008fabc238f299f117074e78de5d,393.01508725083306
0d838be0e718ceb786cdb10fcc12559e00440240,522.0873277211816
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,456.5183308418682
c83fe640ba466ba904ac1055e53a875289888797,429.90680058440876
8855ae8971b9bd9b02c45a82c6c894a2e76ca542,483.3795469566121
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,383.5119119236849
328639a0c753715c30a58bae70c82f2101153eb3,432.3142119832968
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,537.0915864060167
f56746cc2900258507d2b32c126f8db090db856f,445.6938488409719
1a4963b5fea8bb25c67750cdafbe84b01efad177,414.31291377574996
b520c940e62f4ed684417e7eacf00d85752060da,502.1732760648639
2e170cf2651ed448991af6fc5df15167733b2d8f,508.45166554417233
6efdd93a0ae289be6bb5a400bfc1deb077d75886,399.1168625556794
72ac2acc787d8cba0934cca3810ac091d792c8db,505.01927778939864
92a25eee14554806f081869cc9dac868fd1860fb,427.38650766889805
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,412.36827542763024
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,435.0057532719842
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,567.4726949722933
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,418.18844819726564
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,463.09889628951237
1a46d99716282410d1170f0f35069b34e34415d4,477.13995576576474
0467e022da4ef897f666bc76f31e1bc8976f7e92,475.8777146927822
993aca0d5eac6741117947c82a3647102096255e,459.3923110069634
94c96ade6ade21deb080bba6aad537fc4f195d47,475.3744281674991
36bb672077a46a3e4755cef90437a616d28bdf23,417.7523735753733
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,388.8790405972684
328ca19128d276eb4fbc309c54ec7f346c803d2f,689.9388419058754
27cdb62f0a2a5467efeb30aafbf246ed2320c532,403.600752058687
f9ef2695eb0986666093945894b8f2fee351bf22,519.9535584492894
8a021391cdaac100dab56c59284bd50137a74129,560.8306049894477
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,493.82715295673245
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,452.84033537086054
b9f786712775e0d1d735398d710b01f404c985a3,384.91807523627676
564958997e204bda06fbe90afc4722805c78a855,581.218186535949
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,400.73506781424794
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,491.4969818807642
8296743fdd105ce9183561cf5b359b0a3781465e,434.96866633921536
6602c7f15a1fdd082265b64976448c6809df792d,441.34214777130967
31ae66f0fe024acae4490915c348e487f2367574,505.0852117917177
81901aa980653106e64863d957387d24e2c00af3,441.7707324080686
28e10d1bd0b6effe0edd503446ebda948ad240ad,421.9592581077551
53a7ee52a87f80241e2ca13c923e06b72bf3a059,424.15161517449826
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,553.7049933825301
02681b5c893b94db204713cb4b20dde6fc3f2f95,509.84066445857957
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,406.2466120519482
28c6829e69879bc1d34db1cd51b89562d3cc596b,514.6770186341131
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,486.64207837034144
923538833160e8432636c88e8119378a43b3d766,455.0493607863443
aacb834258765a2959ee63c57d2be4923d11a696,452.5798715558043
c32e484025571dd94255a77f21de08ab8d2aaba8,477.10340841682137
d425deeec0a3c7006f14d732eff8933d5155067f,471.98598310637635
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,472.2549434386924
716a178e9a6f7791b820da77879943ac9040a547,471.69497682376584
430212cd8767ef2bff8cda0f61729203fef7523e,404.5799868699247
e97d33221238e445688a0e984778d4ecac788be2,498.80546472391836
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,496.3874957177994
0411742cbb54fe1b6927b25f0bb52b885828c828,448.44253529145794
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,388.46930277161414
e4e7a38b58319ad0a5cde4848622b21783c907e9,492.21393004162906
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,557.0146727419475
aec1b63c3f0c9554e533752d8fe138ca82101d4a,435.86041173524325
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,492.7664799663696
4b48d500ba4410546ce01f7f6d44bcbafa73994f,411.67279266493995
edf33c347c866d26872f540bcc1f6ae415f3294c,474.1803889482326
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,496.54796459652187
3a265ea6ebdc4eb2520db912adf5592f03b3d634,412.1819979298891
e418fbb77e6ff4103205f3b7f6a66d53183d809b,451.25453427331627
8ddbfe70cd41135cb6f125335a48d100789edbf7,389.6017056561258
1d3e406d0223d4cb0328850d689ba9fcadf62776,430.4609970748214
ecaf075653faf2dcdf946c0ce50629f5083347c0,430.1982084528636
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,487.8120814410628
5b7877d12550dd35d27a02b66a13f2a27bce11ca,463.38222596350863
18f800ec03e33ebad5fb97aa8465dd3e5961337e,444.89689749084937
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,513.2357312935461
cc8794762ffa592758b5117d67e0d02e2e8b9c49,544.1379136143227
894d277c608610fa8c31db531f64582b9569b2e9,457.4924352426216
b2e029961aa0f20071b74708e0d97e6f200ec582,447.24674857977107
12c7d85e168b09a0278df140a22bcb0052a59b0a,427.06857290447454
64c4892488a9c6281bdabf467a0b5a6382d248e6,498.6440987159333
ac112e94587e6e4249b7182329ee5a5040ae94ea,551.1775324306986
a58cf11e498228f9aaca92b0c49f955a6163fb59,436.50989806997393
e8c84701c041b7f3b39f3125a0449fa633589fbe,467.29799868043517
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,562.4537235795588
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,423.9743354028682
e64ad901853230e396be49311ea98121c348fac6,483.36910573142643
8532af19be3729ea233c1f29e4c015820fc7fb3a,489.54884893649717
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,441.93241031844843
26853fd075fe27954772c3070997635b94f32b83,404.62759748608903
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,512.7677140813579
574ec310dee846f9ae8eb278480257d463f6fbcc,481.7826907510645
8a46e35787225c3e7adef2b998ad9c93a952106b,523.838960691348
b62bf908b504e8c6898777a7f5b88afed358caea,417.49873125377735
10d22971ca4f53fc62d02905809ff1c37fbb68fc,603.3151420217206
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,446.2837256362675
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,575.184105039824
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,447.4503719109167
d76614020539405f481c0f5ffb9e6f88a0bf21b7,429.7252851505433
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,518.7203493412761
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,444.3220827291178
176b027cd932b17fcb6f119cfcef338a175062b8,372.5074976592763
41474f2dda61d97f38ba79906d3dbcce223d1bd1,494.95025178458627
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,509.7930616699342
d4e97da32ccb6987ec074aa48c24ce949c05a78c,431.6780734282055
95c1d266a2524560761df98b376c17604733a6ad,564.8102214603981
c11c4303d2632cde64105a35554ecb77a8564260,499.3306336909169
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,466.01520268885986
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,553.6452566410327
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,424.50644951993354
580c34923cbde328e0aef1641dd02033fc862c04,447.67033273810546
29d8bf198da9caa59047268faca60207da24d1b7,557.5046929645541
1b3f80a1cd9fff0408e96169fcaf006936b34fed,458.2292139547634
b5932043b62e0c58e16e2cc2c9d5489390e5c895,468.4551331777925
99092cc60948943c59d68d62ed81a75a03059113,494.75580927747797
dd69fca6f17420dc911016a79e70583ca7ea330d,428.2868772938767
d387995af060965fb9d18973f3dbf4904f071066,422.98116032636665
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,483.74078390451575
543674772357cf9d8a7a8e7dfb89384af80ec30e,479.7830878231881
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,421.43162261649627
0736d379ea0962e316ce84cce8e883321be36abb,435.5026089689105
98cc842c547c69a0d27776e272fd8b61131b0b37,435.82168961056834
890b7696fa85ca2b3e90b3951efec2135e88d5cf,446.65576121334027
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,639.3786817372242
d84b48f7dc7a6e387e6e985525143589754c5b13,458.12847967303253
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,506.07120596272057
dc4fe9d4124d9278f58f6f999711116a3fe58be7,473.215619195998
f6624d763619c0898b34dc02adf06f53a1721cd0,462.5328725661201
60b1c12559860e7ad966da4c4db5c78e17278fc0,504.4380490783067
4f365503582b97ea96462d0d36895a5e7f5926df,427.1829130027628
c80869804effb21d50cc8fff3f4c27ba5521240c,416.5795074681715
d0f351638d60e84b890a498d69c9a7961cdcdf36,483.4928667737032
48e8ec135997ff3676648d5c144c3c7150a7bbb1,409.127858968807
45484014aefd10ea3e4b08fb93e66c251709cca6,444.22552277124964
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,471.9530292238726
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,384.78991707643024
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,596.2620871532425
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,396.8285260882842
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,600.7893228080715
c83c66733c5bd90a59996e473bb69e44f6522976,397.49705806492966
87f89c855f377c5b100ad2986cc6569e31d94a98,539.7078867165818
eaecf3dd32668664e1dcc2d6c7a69042824806a6,430.59073755799136
c59b370d3aa06b68878c836bceac844953d74972,497.0149656241865
b2128312e70fdb830091aecb6b27d82617e2e226,415.31888167501256
8257941af168c0cc15f28bd596fd922352dae732,399.4389494614368
854ce153823802674f35bbe1ec010b12e9b3a56f,430.23174130585926
27f1db4e266b154f6f7fbef9c225fab472652a7b,418.7234874642122
11b90bed4a05d11169f308370faf81d6e9ca2c4f,425.5243540290121
e001e1d73163c327a4d800697b1b36cd6921f60d,470.16930215763637
b83424ca8973e4b2eebf6eb9e26e842999432d22,397.19999933088286
912d751c54b46c860c5ba61666fc6fc59ca2689d,364.36789159264515
e114f7b197069bde8e158a0dbeaa022dd0c4e280,446.4438902771152
fa84edf183bd459ea9394d77bdc191683a75ff66,558.3352724244282
76190ff09a736ff83169394b770699b2709c5a27,480.48779635298297
515db15df8581ae72bb8e8358833016adee74e02,464.07029950340564
e2a05053c19e6fba60d0e582e6c7f371728a7106,456.5639631954699
2378556841bc8d5746f2b94d6adefc2db20f9518,559.810363048799
796d558152d241567f8a72b535a5e36fe78886f3,430.51433080998913
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,526.779815993518
3c748fc7a94edb7ac1484373751ffa8574a3281d,438.25374903512795
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,411.97615578589296
10a1e8808e744c619376bff659f859cd71e8c41d,449.0666790508077
fc959dafc37dde3f173f083486d84ce5c817443f,432.47703113736713
6979d91c0a1903a336c640e14eed100821a0e24d,482.0984545870365
d4e37c4c1235ce014392f6c8ba0436f195b9e459,520.3791005721044
565a955a60c6073157aa869c0351c626a7171ef3,546.5682494074957
99be797e423b5ae08fe342ea772738f71975df47,602.8296563284433
b579ea83f2d6c15b2c717d16a89827d65f39904b,476.0265872739536
e9373b5c22567bec508f2fa2580e4dc3ff687caa,564.434317960801
a465af361b68bd536dd8bf61d522b9b21755ab60,515.1979831481666
c8feec2a94d996d03534ce935dec7a034667f107,698.1295178030031
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,482.3082525340477
f4f7888cfe88b7a3b0f3d94749921976353ae82c,460.9016339487888
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,468.88841703948594
2e466f15ac7b80870736fac2d0cf4bd7f362e852,476.8471035013322
fc83a5c665f70f39b4c7d326118cbf21a898e660,624.9458232809137
ced4913c2220be57c54bc9f87bb4f441d5976671,458.6807563447611
880ade460a231d722e8bb0e4d17f3c8f77663d37,394.3490406919781
7c869f5b89ddf3130c87011b6508ee59e32682c5,429.18991344023664
9027f65d4e576928ca59690c280050c53d66506a,683.2912348976016
09eb415bcb9842d207139c8bddf32427a134d51e,523.0606979742795
f8224c83e27f4921df62876f7ff660b1dab3d974,469.2955912888357
dfec3182aec0997207e0845b072498065ec89aac,644.7170182495171
d653549f6d0ba70e2113b2cc56e9a83e331d2462,579.5249634518742
e95674df974af80342f676ca9e3540aecec2b8dc,473.45033301363776
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,536.3929251381586
22d86e8b43a9412df86ec15ac231b9919e3ec905,441.85728418211295
1c61035799f6afe7f44c1fb68567d7a8945c3943,599.2666380589826
d5ed4b8732b0d7127a64f7e71137d321c56cc198,410.4734728847154
63edbbe59337f861a710bee4fe8a691d231f23da,408.68070154443853
21b8ef230efbfca6b5f15b36a3243d76ed390967,484.6513548046976
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,371.3045866294194
3de3c134579726fe4606b7a05f82ce19f00adb09,623.3766539501345
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,420.3413684506421
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,399.4389249257446
520c60d32fd2af8be76abd332859b36d8ae45900,468.43105198263856
6cb6e2310b52c2898e500f81bea938446592568b,493.495347863314
0193b535914e1c5a445bede11a408bf1709cd3cb,492.91154434896407
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,528.0914228648587
9b378e3937af8e97d4753cdf0c8917306354aaaf,467.486354154682
1c92f54a5fe563622a0e23cf116461a7e147efd8,532.2211389581173
90facc45f7578775e3278aa0bd4fb59dad4d37c1,413.61087077566754
c8062c4cc7e023996bd37b87295f5a2957ddb172,484.7156776235746
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,566.8547278168878
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,470.0910005191604
1b61f7e184c7040ae4cea725153965e1f7f75308,434.36862757034635
95a9c65324583892b2d1a0c1c5163488f92d4a6d,418.4187730783699
5b7e7632cf766876026d0da6aa7c6df77bc13438,427.5822696254843
96fd0462597b8cf21b1e918c1947106cd8359e5d,518.7796208731852
5c1cef937c40bf8c30c119160bedde7ef679454e,595.9254961478227
e39fbeab552a4b6492346d821d095c3a0d691555,433.5523289587079
93694c58636eabfe86550e734efb3775ba4d739f,503.43887819863585
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,664.7852241432287
6c05e70130682975c1485a862b6e08b895650671,464.59224825204956
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,398.8589951951784
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,390.9978171220117
283df09083d3c7bec2590f22355c7ba32ec88623,499.3673659152564
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,546.6360895594913
23131f453efc29c2af9553d307692c60a3add1ae,450.87696064810495
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,453.3844348157628
941646a7d24ee2837d7de90ff0a736bb8f61d68c,386.52501165428805
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,486.80331113780426
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,425.92390635259153
72882a9cffe151d94be90e02ce3967a91b628099,490.76548276511664
cf62916c9829bd3ad05104151eee856d6de7ca1c,608.945289031133
6b8f4241357e65c0491cc0ef96396f811574134c,432.43995354184005
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,394.73948310833214
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,435.3260861196371
8288badec4740382dbf7c33e4095cd4db0021bf7,395.81412091640834
5e139289eb167622f915eea3d1d6e49d15d1c873,531.77144347703
fc050b2c8fa3446890fe1418332352177dd34506,451.0488924494864
8f309746992f374b4c2ea88f171233a9469ba649,462.18370200307515
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,468.36033003112846
145b6344526f9df32f4046c8227282477c51d69f,476.46121148873647
a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6,488.14728132734353
b23775f4cd460ba687d77b058f2bc46381a0fbfe,452.9898552787163
87c4839ae2e1f274e88e7b9644fc1e1991d10aa2,597.0086185882632
d0c56c5d1e19653aeb2c6fdf16c80ed09270dcaa,457.55104276206407
2bf8abe8000927aeff885fdb26e82579b54bb657,434.9489253303874
dfcd80c91cf897b5a23dc36aeaeabf8137049ae0,531.1793826834524
3ef584654da4e658ecdffb68bc4398c97f850ccf,420.412847317152
ea90166cae72eec871b4100ed8df997253bea84b,495.7019007593011
0e63d5d397c72b9c9ffa3974b3ccc8c228da98ca,491.22774829041396
39e7d2bf0be98a9698aa1369b7ca5576d392a777,461.7709372530288
01d88812b1d865b9797b9c57ed7538527593eb1d,602.9312064961003
879d82fe92a01214851fbeb62cd533fbc9d4ab87,533.7346572241172
bddbc541b26cbdc46bf0e2df980a3c8078f13cb9,480.73599143472927
a185d42f150631e1f22e1d81f965dda9833d0bec,438.9465713340825
c5994a51d6c24ee4360aee344cebf55bd01c39e3,538.2598761256802
bbe2574187920d91ca67a657c5a476f92f8ac142,493.64768093248927
8637d558542ccd4a1cd1d3ab336711edad60a966,477.1826178101097
30fd3c461823b211ad79159256fdb3eb101deff0,440.0508853870109
88c22a24bf7c1f218cdd78973beb0e93d5fabbfa,463.29130195688924
4d12becc50fceaa6423313e98858cee7d438cc36,506.2264769827606
5c55594ff65d25732d6104cf60588ae877cb6e9c,600.1702433958937
ebd6ed760a482a95ddc04d78254761296ea73608,503.05049119920875
4ea487e7fd10b89407bd3c72366366f5b505847f,514.6315283877182
0a5d7cb6bd339bb5ed303bbba82a3c0e10b1a405,471.9457226229471
49a9374bc759c6a4d1f8fce5ade5908afe72803c,460.47201921289695
4f735bfdc3f9ff0ca502f569e2511fe07c48f16c,460.1571068266351
0f31c91179f811dc6de3d071914cba2716013473,445.39359463029086
0d5e00d498ff6f08f74dad2a0d8f566f0c82e978,488.5634640451635
a945e7b0eedbc6722edf61c6e9115199efa0e79b,609.319597096004
b52cae71211465e9b76723d1dab3cbb973a76a5e,415.6823810696159
c64825379cc10911781e842c315951b835c0246d,429.3903163692162
3bbcc2404ed1002943c4a80215c47ff1ba31ebbf,481.04834940425314
d077ad9b71684906e32bdfefac01c893ff875c40,502.4889514547689
0e02316fc08deb2a0ccf7b606d3564cf17d6763a,454.5970979278202
44cb1704d691a020beab734f494635e2603af38b,433.7520558755542
c1605ac858a2c5e7a3d674bc0dc56b9bf9fc9b67,480.51739264077275
623b39408740e01c79d585779f119b7bd31aca5e,465.77789561461043
0954f039d7ce9b83b763b6406d3be54af9d386a0,437.8157327988223
feeb6dcbdd5c1d3978768ecfba0f415b01b8cb3b,460.70577771820103
bc764ff3e2905ae18491fcc46b2cf1812bf43771,592.3585077145812
4d0b3bca1ec9337bb27b9d6710702ebb79a90046,515.6610360683671
b62836e36b6a37a18823b0176647b31ed84bd759,481.7936546588296
48b56e1d641022967e5b2791de675d524b685afe,434.55404528387623
6432732876989f4279e03bea20c37a21e0ce488d,665.2554265713085
c322f8d156e174e549a44fdde96be32358ab85a3,467.69754989394505
92f7742f9719e14801466a45e33f904e27be2b17,447.5605811063066
8f00986f46ca0c0eb14d9d8e811919bb76d29fed,414.106419400395
bfa438beba3914291e0978747404004f6ac79179,420.0621897087482
9f7b8de3a22fe246b22d46de9b4c1d219eb1dbba,424.6017977151074
7db2c8ad5fbddb754318a9f7d0503ef849ef5729,365.29657775118676
9ee6755fd1b35eb53b9ec0d1afeddae8b1d8f38c,480.0883606564722
ae6a72fb90a0c32b27c4aa45ff692c3783de2290,429.47871726035726
b10d3fcde629e4b68758d3dc58911a113837d255,473.9666187098944
2f63a217a4f812d4bb8e3a4a569d43ee7b36a2b2,430.5641864138454
587f219b07191d201677be07e43852b73a5dfeda,491.87390340479067
c669af3c60a62511990ed5f486c525285df59750,482.93597356250143
0dc0351a9da12f74bd5ebc918d60f9580be35182,440.0145304117576
20cf36f1ab557d2f44d1fba0291054ecb26d8a8a,403.67206282822224
d053a386f5497719e02334cc444acc545258bc3e,532.8404625774984
446a666ce7e015158181ce032e318a2ceffad8e1,469.50489958619096
ad896f169fe2e02c8cda5553fc0cb4aa100fee20,400.42415768558874
80069d0ec6aecb2f74d973c5bdc5c53ff2a48413,492.7449675701256
dc56167fb0ffcbf92624206591985da23ba078a3,484.69178603933847
10f8e410cadeee997d11e86ed5749c98c184f102,508.71409747912776
9c0cedfb49df5633bdc16bc263e8f574a1e283d2,430.4490012475194
b18c91072332db5e81e51adf0ad4a18c682fe025,400.2582261437775
0d6cc0da68e9b6242b5ce66bbc0ed812fc559874,433.67151339990824
040e479d45f83b7944be895d04b035489e544ab1,467.31527383586047
b505434998285eb78dfdb4341e4a29cc13a2130a,419.6998323504107
b16fb245d399e311b54c8f9edbe23b0814c8b6d7,409.75981228206615
1167115298a1ed2c659e1e365224311af48ff8e6,505.4610848433015
ce62d6ee9ae7ef876a5642ccf61e1acf7f6aa12c,379.30742733564955
386238d9cc8f497486ec335159e3d3fb59d9d57c,527.7982508577066
abafba1eacd1b34ef2e197683cc1d19e7c47cd9d,417.73920703069257
961f5a44f06750c88181c1809c6d002252b8d4e9,479.071757674476
24605a2eda427ea715d61e72f5e40d6afd31bcfd,596.0082815455985
9810f9ad1fed4a44dd3150d3a93c2321402176f7,412.1195273987007
0b01e142abc07e710ae4f8a315866d95f16d592b,514.4845886187343
ab9b69839b48825032b5f4778eea40e321c1ece5,444.4840863127638
3004e0b4f4b454854f0bb254473aa012e17071fd,645.3524216725788
84083dec8994b0da91c7be5bd5cf540a92d367f9,372.2115897159259
c7edc5daf30c7d84bb0b858deb7b6f0cc58fcad7,503.6815269899263
55a278c454fb7415451563c61ed46f5d9dc352d6,499.0762371056087
051c748ebab016611de489dfc13b6616d1070361,467.2789751633003
e2f476ff901b0c67a7df201c865aca3219bfd803,526.2282131488207
7ae5a82f05c571cbccd3d1057aa2ee320633335c,471.9509934022159
1c86c6bc97a76e31219f8902c13627c0de70c6cb,490.9349736332248
e6b0a19633e93aa0e26b5644d0142d79c7526d5d,437.6498202501282
acbc30d483ea45980ae8919a1e608acbb560d796,521.7031098605511
d4cc2188bbe4365cbbec0d8e697f5f982d217c55,515.4119111255486
3c049c9981020ef5f6968e0eec4e6969fd2f4b0d,436.66396843523194
a5c39ced20251de476553163291f5141f9b66d1c,406.2094852227492
6d9409ae58f72c208c0ad1c8168080a8deeef8a2,439.06268989702914
85e6b7523bb635e5552fa91b4a79122118918668,500.2807883650893
5443c9e35006e84510c518efc894c075b606c83f,430.2002228864436
80b9f96ee31137fbe9158841eb193d26d6dd762b,471.36676483396286
6091d7a1acb022b664e212bbc322932384824ab4,444.6938823826563
828f1541b637d7781583e98f754bbb433f2d1dd8,509.0875924610259
aace2a613988d1619385514862b227ec1a616255,390.30559439086994
45a6fba80a860b768d6b4172b97e35f0b06db075,498.2057625692088
4b93629e017653c27a7ac99b9ed6fafa003a6777,496.44774199182166
ddd68576dd27c673687d8b04057adc396a75f566,450.08653737442967
ed9e6225f3914f90c61a39572bf1ad207688a3f0,501.51246925196483
270692d94f5e7f0d9dca2a1acf8f3ab24dbe1bf1,564.1693228132207
afcb620ab13d96348763196f200b6bf94ab1c060,455.57829306284145
7cfb1d64261039d25784ecc70e9bf286ac9492c9,445.587720594746
4cf6407fb9c6a86e31d6e45ed7ba4e0531279d40,422.91397127406753
5dc2bf0223a2c68ccc7a74e5c61571c31eb62343,417.5803741565512
